???????#?#???.#????????#?#???.#????????#?#???.#????????#?#???.#????????#?#???.#;1,4,1,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,1,1;1812987;7713
???????##.?#????????##.?#????????##.?#????????##.?#????????##.?#;9,1,9,1,9,1,9,1,9,1;1;0
.?????#.???.?.?????#.???.?.?????#.???.?.?????#.???.?.?????#.???.;1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2;8192;250
#.?#.??#???#.?#.??#???#.?#.??#???#.?#.??#???#.?#.??#??;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;1;0
?##?#????????##?#????????##?#????????##?#????????##?#??????;5,4,5,4,5,4,5,4,5,4;571;0
?.?##??.#???.?##??.#???.?##??.#???.?##??.#???.?##??.#?;4,1,4,1,4,1,4,1,4,1;32;0
?????##???.#?.##???????##???.#?.##???????##???.#?.##???????##???.#?.##???????##???.#?.##?;1,5,1,2,1,5,1,2,1,5,1,2,1,5,1,2,1,5,1,2;384160;77
.????#?????????.????#?????????.????#?????????.????#?????????.????#????????;1,5,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5,1,1;99794794;78684
##?..#.???#???????##?..#.???#???????##?..#.???#???????##?..#.???#???????##?..#.???#??????;3,1,1,2,1,3,1,1,2,1,3,1,1,2,1,3,1,1,2,1,3,1,1,2,1;8503056;804
#??##???????????.?#??##???????????.?#??##???????????.?#??##???????????.?#??##???????????.;1,11,1,1,11,1,1,11,1,1,11,1,1,11,1;243;0
????????#.?????????#.?????????#.?????????#.?????????#.;2,1,2,2,1,2,2,1,2,2,1,2,2,1,2;151530;180
.#?#?????????.?.#?#?????????.?.#?#?????????.?.#?#?????????.?.#?#?????????.;1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1;335379;31
#??#??.????????????.?#??#??.????????????.?#??#??.????????????.?#??#??.????????????.?#??#??.????????????.;5,5,2,5,5,2,5,5,2,5,5,2,5,5,2;12150000;2490
..?#?#???#???????.?.?..?#?#???#???????.?.?..?#?#???#???????.?.?..?#?#???#???????.?.?..?#?#???#???????.?.;9,1,1,1,9,1,1,1,9,1,1,1,9,1,1,1,9,1,1,1;7759700;2325
?#?.?????????...??#?.?????????...??#?.?????????...??#?.?????????...??#?.?????????...;1,6,1,6,1,6,1,6,1,6;1024;0
??###??#?#?.????###??#?#?.????###??#?#?.????###??#?#?.????###??#?#?.?;5,2,1,1,5,2,1,1,5,2,1,1,5,2,1,1,5,2,1,1;1;0
.?????????.??...?.?????????.??...?.?????????.??...?.?????????.??...?.?????????.??...;6,1,6,1,6,1,6,1,6,1;1009827;246
?.?.#??#??????#?#.??.?.#??#??????#?#.??.?.#??#??????#?#.??.?.#??#??????#?#.??.?.#??#??????#?#.;1,2,7,1,2,7,1,2,7,1,2,7,1,2,7;32;0
??.?#?.#??.??.???.?#?.#??.??.???.?#?.#??.??.???.?#?.#??.??.???.?#?.#??.??.;1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2;5184;11
?##?#.?#?.??##?#.?#?.??##?#.?#?.??##?#.?#?.??##?#.?#?.;3,1,1,3,1,1,3,1,1,3,1,1,3,1,1;1;0
??.??####???...???.??####???...???.??####???...???.??####???...???.??####???...;2,6,2,6,2,6,2,6,2,6;7203;2
.?????#????..?..??##?.?????#????..?..??##?.?????#????..?..??##?.?????#????..?..??##?.?????#????..?..??##;7,1,3,7,1,3,7,1,3,7,1,3,7,1,3;734832;230
.#?##???.??.#?##???.??.#?##???.??.#?##???.??.#?##???.?;5,1,5,1,5,1,5,1,5,1;362;0
?.?.???#.???.??.?.???#.???.??.?.???#.???.??.?.???#.???.??.?.???#.???.;1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1;15319251;10421
?????.???##??????.???##??????.???##??????.???##??????.???##;1,3,2,1,3,2,1,3,2,1,3,2,1,3,2;1;31
.????#??.??.?.?.????#??.??.?.?.????#??.??.?.?.????#??.??.?.?.????#??.??.?.;5,1,5,1,5,1,5,1,5,1;375574;18
.?#??.?????.?#??.?????.?#??.?????.?#??.?????.?#??.????;2,4,2,4,2,4,2,4,2,4;512;0
??#?.??#?????#?.??#?????#?.??#?????#?.??#?????#?.??#??;2,2,2,2,2,2,2,2,2,2;1024;0
????????.?###????#??????????.?###????#??????????.?###????#??????????.?###????#??????????.?###????#?;1,3,4,1,3,1,3,4,1,3,1,3,4,1,3,1,3,4,1,3,1,3,4,1,3;8100000;55484
#.?#?#???#.#????????#.?#?#???#.#????????#.?#?#???#.#????????#.?#?#???#.#????????#.?#?#???#.#???????;1,4,2,1,1,1,1,4,2,1,1,1,1,4,2,1,1,1,1,4,2,1,1,1,1,4,2,1,1,1;3200000;337
??#????#?###???#?#???#????#?###???#?#???#????#?###???#?#???#????#?###???#?#???#????#?###???#?#;5,11,5,11,5,11,5,11,5,11;32;0
???.???.###?##???##????.???.###?##???##????.???.###?##???##????.???.###?##???##????.???.###?##???##;1,1,1,6,3,1,1,1,6,3,1,1,1,6,3,1,1,1,6,3,1,1,1,6,3;24576;6
#???#??##??#?#???#??##??#?#???#??##??#?#???#??##??#?#???#??##??#;6,2,1,6,2,1,6,2,1,6,2,1,6,2,1;1;0
??##??.##????????##??.##????????##??.##????????##??.##????????##??.##?????;3,7,3,7,3,7,3,7,3,7;32;0
?#?#?#?.???##???.?#???#?#?#?.???##???.?#???#?#?#?.???##???.?#???#?#?#?.???##???.?#???#?#?#?.???##???.?#?;4,1,7,2,4,1,7,2,4,1,7,2,4,1,7,2,4,1,7,2;1024;0
.??#?#????.?##.??.??#?#????.?##.??.??#?#????.?##.??.??#?#????.?##.??.??#?#????.?##.?;8,2,8,2,8,2,8,2,8,2;32;0
.???#???..?.???#???..?.???#???..?.???#???..?.???#???..;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;165504;80
.????#??.#?#?.?.????#??.#?#?.?.????#??.#?#?.?.????#??.#?#?.?.????#??.#?#?.;2,4,2,4,2,4,2,4,2,4;32;0
#???.???#????.??#????#???.???#????.??#????#???.???#????.??#????#???.???#????.??#????#???.???#????.??#???;3,1,1,1,4,1,3,1,1,1,4,1,3,1,1,1,4,1,3,1,1,1,4,1,3,1,1,1,4,1;16807;168510
.??#?.?.#????.??#?.?.#????.??#?.?.#????.??#?.?.#????.??#?.?.#???;2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1;4802;4
.?##?###.###?#?.??.?.?##?###.###?#?.??.?.?##?###.###?#?.??.?.?##?###.###?#?.??.?.?##?###.###?#?.??.;6,5,2,6,5,2,6,5,2,6,5,2,6,5,2;1;0
.?.???????#????##??.?.???????#????##??.?.???????#????##??.?.???????#????##??.?.???????#????##?;3,10,3,10,3,10,3,10,3,10;3888;1
?.##???..#???.##???..#???.##???..#???.##???..#???.##???..#?;5,2,5,2,5,2,5,2,5,2;1;0
?.?????.?#?????#??.?????.?#?????#??.?????.?#?????#??.?????.?#?????#??.?????.?#?????#;1,3,1,2,1,1,3,1,2,1,1,3,1,2,1,1,3,1,2,1,1,3,1,2,1;2822740;67359
..?.#???.?##.??..?.#???.?##.??..?.#???.?##.??..?.#???.?##.??..?.#???.?##.?;1,3,2,1,3,2,1,3,2,1,3,2,1,3,2;200;0
.????????????????.????????????????.????????????????.????????????????.???????????????;10,2,10,2,10,2,10,2,10,2;85494;373
?.?#????#?.?????.?#????#?.?????.?#????#?.?????.?#????#?.?????.?#????#?.???;1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2;7177643;2259
??????.??????????.??????????.??????????.??????????.???;1,1,2,1,1,2,1,1,2,1,1,2,1,1,2;266333276;137959
?.??.?#?#?#.?##??#????.??.?#?#?#.?##??#????.??.?#?#?#.?##??#????.??.?#?#?#.?##??#????.??.?#?#?#.?##??#??;6,8,6,8,6,8,6,8,6,8;16;0
??#???????????.?????#???????????.?????#???????????.?????#???????????.?????#???????????.??;8,1,8,1,8,1,8,1,8,1;53283198;3616
#????????###??#??#??#????????###??#??#??#????????###??#??#??#????????###??#??#??#????????###??#??#?;1,2,8,1,2,1,2,8,1,2,1,2,8,1,2,1,2,8,1,2,1,2,8,1,2;32;2
#.#???#?#?#.?????#??#.#???#?#?#.?????#??#.#???#?#?#.?????#??#.#???#?#?#.?????#??#.#???#?#?#.?????#?;1,9,1,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,1,1;243;0
#.??#???##??#.??#???##??#.??#???##??#.??#???##??#.??#???##?;1,7,1,7,1,7,1,7,1,7;32;0
?.?????????.??.??.?????????.??.??.?????????.??.??.?????????.??.??.?????????.??.;2,2,2,2,2,2,2,2,2,2,2,2,2,2,2;1248527004;347975
???.??????????.??????????.??????????.??????????.??????;2,1,2,1,2,1,2,1,2,1;145555466;15186
?#??#.?.??#?...??#??#.?.??#?...??#??#.?.??#?...??#??#.?.??#?...??#??#.?.??#?...;3,1,1,1,2,3,1,1,1,2,3,1,1,1,2,3,1,1,1,2,3,1,1,1,2;16;0
??#??#??#????#????#??#??#????#????#??#??#????#????#??#??#????#????#??#??#????#?;9,2,9,2,9,2,9,2,9,2;7776;0
#?#?.?.??###??#?.?#?#?.?.??###??#?.?#?#?.?.??###??#?.?#?#?.?.??###??#?.?#?#?.?.??###??#?.;4,8,4,8,4,8,4,8,4,8;512;0
??##?.???????##?.???????##?.???????##?.???????##?.????;3,4,3,4,3,4,3,4,3,4;1250;0
?????????????.??????????????.??????????????.??????????????.??????????????.;2,1,5,2,1,5,2,1,5,2,1,5,2,1,5;71150000;409672
?##????#?.?????.#?????##????#?.?????.#?????##????#?.?????.#?????##????#?.?????.#?????##????#?.?????.#???;2,1,2,3,3,2,1,2,3,3,2,1,2,3,3,2,1,2,3,3,2,1,2,3,3;59049;3806
.???.??#????#?.???.??#????#?.???.??#????#?.???.??#????#?.???.??#????#;2,4,1,2,4,1,2,4,1,2,4,1,2,4,1;14406;7
.????#?#???.????#?#???.????#?#???.????#?#???.????#?#??;3,3,1,3,3,1,3,3,1,3,3,1,3,3,1;16;0
?###??#??##??###??#??##??###??#??##??###??#??##??###??#??##;4,2,2,4,2,2,4,2,2,4,2,2,4,2,2;243;0
??#?#???#???.??.???#?#???#???.??.???#?#???#???.??.???#?#???#???.??.???#?#???#???.??.;3,5,1,3,5,1,3,5,1,3,5,1,3,5,1;126464;8
???####??##..?#.#.??????####??##..?#.#.??????####??##..?#.#.??????####??##..?#.#.??????####??##..?#.#.??;9,2,1,1,9,2,1,1,9,2,1,1,9,2,1,1,9,2,1,1;782;0
??#?#???#.?.???#?#???#.?.???#?#???#.?.???#?#???#.?.???#?#???#.?.;5,1,5,1,5,1,5,1,5,1;243;0
???#????#???##?#????#????#???##?#????#????#???##?#????#????#???##?#????#????#???##?#;2,3,3,1,2,3,3,1,2,3,3,1,2,3,3,1,2,3,3,1;1024;0
?.????##??????????.????##??????????.????##??????????.????##??????????.????##????????;8,1,1,8,1,1,8,1,1,8,1,1,8,1,1;42031050;14106
#????#??#???#?#.????#????#??#???#?#.????#????#??#???#?#.????#????#??#???#?#.????#????#??#???#?#.???;15,1,15,1,15,1,15,1,15,1;396;0
?.?????.#???.?????.#???.?????.#???.?????.#???.?????.#?;4,2,4,2,4,2,4,2,4,2;32;0
?.##???..????.##???..????.##???..????.##???..????.##???..??;1,3,1,1,3,1,1,3,1,1,3,1,1,3,1;7203;0
#????#??????????#???#????#??????????#???#????#??????????#???#????#??????????#???#????#??????????#??;2,7,2,3,2,7,2,3,2,7,2,3,2,7,2,3,2,7,2,3;1123422;6722
?#???????#???#?????#???????#???#?????#???????#???#?????#???????#???#?????#???????#???#???;1,3,3,3,1,1,3,3,3,1,1,3,3,3,1,1,3,3,3,1,1,3,3,3,1;414032;14968
#???#????#.##..??#???#????#.##..??#???#????#.##..??#???#????#.##..??#???#????#.##..?;8,1,2,8,1,2,8,1,2,8,1,2,8,1,2;81;0
?????.?#?#?????????.?#?#?????????.?#?#?????????.?#?#?????????.?#?#???;1,5,1,5,1,5,1,5,1,5;349802;22
.??#.??#?.??.??#.??#?.??.??#.??#?.??.??#.??#?.??.??#.??#?.?;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;8998;1
?#?#???#???.?????#?#???#???.?????#?#???#???.?????#?#???#???.?????#?#???#???.???;1,1,4,1,3,1,1,4,1,3,1,1,4,1,3,1,1,4,1,3,1,1,4,1,3;16;28
.????#.?.#????.????#.?.#????.????#.?.#????.????#.?.#????.????#.?.#???;1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1;327488;178
.??#?.??#??.??#?.??#??.??#?.??#??.??#?.??#??.??#?.??#?;4,2,4,2,4,2,4,2,4,2;32;0
#????????.?#????????.?#????????.?#????????.?#????????.;1,4,1,1,4,1,1,4,1,1,4,1,1,4,1;243;6
??.#?#????#?...?????.#?#????#?...?????.#?#????#?...?????.#?#????#?...?????.#?#????#?...??;1,8,2,1,8,2,1,8,2,1,8,2,1,8,2;162;0
?#.#?#.??##???#.#?#.??##???#.#?#.??##???#.#?#.??##???#.#?#.??##?;2,3,1,2,2,3,1,2,2,3,1,2,2,3,1,2,2,3,1,2;1;0
...??.?#???...??.?#???...??.?#???...??.?#???...??.?#??;1,1,1,1,1,1,1,1,1,1;6048;0
?.?.????#..???.?.????#..???.?.????#..???.?.????#..???.?.????#..?;1,2,1,1,2,1,1,2,1,1,2,1,1,2,1;920192;269
???.????#?????.????#?????.????#?????.????#?????.????#?;1,1,2,1,1,2,1,1,2,1,1,2,1,1,2;9407548;2432
??..#?????###???..#?????###???..#?????###???..#?????###???..#?????###;1,3,1,3,1,3,1,3,1,3;1;0
????????.???????????.???????????.???????????.???????????.??;2,4,1,2,4,1,2,4,1,2,4,1,2,4,1;129150;5715
#??##??#.?????.????#??##??#.?????.????#??##??#.?????.????#??##??#.?????.????#??##??#.?????.???;1,5,2,1,1,1,1,5,2,1,1,1,1,5,2,1,1,1,1,5,2,1,1,1,1,5,2,1,1,1;243;0
???#.?#?#?.????#.?#?#?.????#.?#?#?.????#.?#?#?.????#.?#?#?.;3,1,2,3,1,2,3,1,2,3,1,2,3,1,2;1;0
?##?#??????#?#.#??##?#??????#?#.#??##?#??????#?#.#??##?#??????#?#.#??##?#??????#?#.#;3,3,3,1,1,3,3,3,1,1,3,3,3,1,1,3,3,3,1,1,3,3,3,1,1;1;0
??.#?..??????.#?..??????.#?..??????.#?..??????.#?..???;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;553712;130
?#??.???#???#??.???#???#??.???#???#??.???#???#??.???#?;1,1,3,1,1,3,1,1,3,1,1,3,1,1,3;9399;1
???#???????.??##??????#???????.??##??????#???????.??##??????#???????.??##??????#???????.??##??;8,3,8,3,8,3,8,3,8,3;117128;8
??.#.?#???#??.????.#.?#???#??.????.#.?#???#??.????.#.?#???#??.????.#.?#???#??.?;2,1,7,2,1,7,2,1,7,2,1,7,2,1,7;2592;0
??????.####?.?#?#???????.####?.?#?#???????.####?.?#?#???????.####?.?#?#???????.####?.?#?#;4,4,4,4,4,4,4,4,4,4,4,4,4,4,4;1875;1
?????????????.??????????????.??????????????.??????????????.??????????????.;1,7,1,1,7,1,1,7,1,1,7,1,1,7,1;12049400;90131
?..?????.#???..??..?????.#???..??..?????.#???..??..?????.#???..??..?????.#???..;1,4,2,1,4,2,1,4,2,1,4,2,1,4,2;2592;14
?.???#???#???.???#???#???.???#???#???.???#???#???.???#???#?;1,5,1,1,5,1,1,5,1,1,5,1,1,5,1;512;1
#???.??????#???.??????#???.??????#???.??????#???.?????;2,1,1,2,1,1,2,1,1,2,1,1,2,1,1;6431864;810
?#.??#?.??????#.??#?.??????#.??#?.??????#.??#?.??????#.??#?.????;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;1460235;295
????.?#???.???.?????.?#???.???.?????.?#???.???.?????.?#???.???.?????.?#???.???.;1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2,1,1,4,2;3981312;10954
.?#??#??.????????.?#??#??.????????.?#??#??.????????.?#??#??.????????.?#??#??.???????;2,4,6,2,4,6,2,4,6,2,4,6,2,4,6;162;0
.??.?##.??#?#.????.??.?##.??#?#.????.??.?##.??#?#.????.??.?##.??#?#.????.??.?##.??#?#.???;2,3,2,1,1,2,3,2,1,1,2,3,2,1,1,2,3,2,1,1,2,3,2,1,1;1875;0
..??????#?.???..??????#?.???..??????#?.???..??????#?.???..??????#?.??;2,2,2,2,2,2,2,2,2,2;1027369;193
???#?#??.##.????#?#??.##.????#?#??.##.????#?#??.##.????#?#??.##.;3,2,2,3,2,2,3,2,2,3,2,2,3,2,2;1;0
?..?????????##?#?????..?????????##?#?????..?????????##?#?????..?????????##?#?????..?????????##?#???;1,13,1,1,13,1,1,13,1,1,13,1,1,13,1;768;39
??#?????#?.??#?????????#?????#?.??#?????????#?????#?.??#?????????#?????#?.??#?????????#?????#?.??#??????;6,2,5,2,6,2,5,2,6,2,5,2,6,2,5,2,6,2,5,2;345744;219
???.???#???#????.???#???#????.???#???#????.???#???#????.???#???#;1,1,3,1,1,1,3,1,1,1,3,1,1,1,3,1,1,1,3,1;701220;826
??##????.?.???##????.?.???##????.?.???##????.?.???##????.?.;4,1,4,1,4,1,4,1,4,1;154116;6
??#??#??#?.???#??#??#?.???#??#??#?.???#??#??#?.???#??#??#?.;3,6,3,6,3,6,3,6,3,6;1;0
.??????#????#.#.???.??????#????#.#.???.??????#????#.#.???.??????#????#.#.???.??????#????#.#.??;1,1,8,1,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,1;9402;4
?#?#?.?.?.###??#??????#?#?.?.?.###??#??????#?#?.?.?.###??#??????#?#?.?.?.###??#??????#?#?.?.?.###??#????;5,1,1,3,1,1,5,1,1,3,1,1,5,1,1,3,1,1,5,1,1,3,1,1,5,1,1,3,1,1;1875;0
???.#?#???.??????.#?#???.??????.#?#???.??????.#?#???.??????.#?#???.??;1,1,5,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5,1;512;1
?????####?????????????####?????????????####?????????????####?????????????####???????;2,5,2,1,2,5,2,1,2,5,2,1,2,5,2,1,2,5,2,1;46972500;7594
????.??#??#??????.??#??#??????.??#??#??????.??#??#??????.??#??#?;1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1;3699522;1895
??.?????#?#.????????.?????#?#.????????.?????#?#.????????.?????#?#.????????.?????#?#.?????;2,3,3,2,3,3,2,3,3,2,3,3,2,3,3;15384704;2788
?#??#?#?.????.?????#??#?#?.????.?????#??#?#?.????.?????#??#?#?.????.?????#??#?#?.????.???;2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,2;607500;91
???????##?????????????##?????????????##?????????????##?????????????##?????;1,1,5,1,1,5,1,1,5,1,1,5,1,1,5;680936824;94121
?.?#????#?.??.????.?#????#?.??.????.?#????#?.??.????.?#????#?.??.????.?#????#?.??.??;3,3,1,1,3,3,1,1,3,3,1,1,3,3,1,1,3,3,1,1;14231052;2905
???..??????#..??#?????..??????#..??#?????..??????#..??#?????..??????#..??#?????..??????#..??#?;1,1,7,1,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,1;81;390
??.???###???#..????.???###???#..????.???###???#..????.???###???#..????.???###???#..?;1,1,5,1,1,1,1,5,1,1,1,1,5,1,1,1,1,5,1,1,1,1,5,1,1;39366;8
??.??.#????#????#???.??.#????#????#???.??.#????#????#???.??.#????#????#???.??.#????#????#;2,1,7,2,2,1,7,2,2,1,7,2,2,1,7,2,2,1,7,2;32;0
??????#?#??????#???????#?#??????#???????#?#??????#???????#?#??????#???????#?#??????#;1,6,1,1,6,1,1,6,1,1,6,1,1,6,1;4830495;1544
?##????????.??.?#?????##????????.??.?#?????##????????.??.?#?????##????????.??.?#?????##????????.??.?#???;6,1,1,4,6,1,1,4,6,1,1,4,6,1,1,4,6,1,1,4;263218176;48971
?.??#.??.?.??????.??#.??.?.??????.??#.??.?.??????.??#.??.?.??????.??#.??.?.????;3,2,3,2,3,2,3,2,3,2;13166;1
#?.?...??.????????#?.?...??.????????#?.?...??.????????#?.?...??.????????#?.?...??.???????;1,1,1,6,1,1,1,6,1,1,1,6,1,1,1,6,1,1,1,6;1024;2595
??#?##??#?..##???#?##??#?..##???#?##??#?..##???#?##??#?..##???#?##??#?..##;7,2,7,2,7,2,7,2,7,2;1;0
?#?###..?.#?##??.?.#??#?###..?.#?##??.?.#??#?###..?.#?##??.?.#??#?###..?.#?##??.?.#??#?###..?.#?##??.?.#;5,6,1,5,6,1,5,6,1,5,6,1,5,6,1;1;0
.??.?.???.?.??.?.???.?.??.?.???.?.??.?.???.?.??.?.???.;2,1,1,2,1,1,2,1,1,2,1,1,2,1,1;16384;131
?.???..?.?#?.??.??????.???..?.?#?.??.??????.???..?.?#?.??.??????.???..?.?#?.??.??????.???..?.?#?.??.????;1,3,1,3,1,3,1,3,1,3;517011;300
.#?.??????.?.?#????.#?.??????.?.?#????.#?.??????.?.?#????.#?.??????.?.?#????.#?.??????.?.?#???;2,6,4,2,6,4,2,6,4,2,6,4,2,6,4;32;0
???##...??.????##...??.????##...??.????##...??.????##...??.;3,1,3,1,3,1,3,1,3,1;512;0
????????????#?????.?????????????#?????.?????????????#?????.?????????????#?????.?????????????#?????.;4,6,4,6,4,6,4,6,4,6;96616929;19122
????#.??#??????#.??#??????#.??#??????#.??#??????#.??#?;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;24294;7
?.?#.??..??#?????..???.?#.??..??#?????..???.?#.??..??#?????..???.?#.??..??#?????..???.?#.??..??#?????..?;1,2,1,8,1,2,1,8,1,2,1,8,1,2,1,8,1,2,1,8;2592;1
?#.??##??.##?.????#.??##??.##?.????#.??##??.##?.????#.??##??.##?.????#.??##??.##?.??;2,4,2,2,2,4,2,2,2,4,2,2,2,4,2,2,2,4,2,2;243;0
??#????#??????????#????#??????????#????#??????????#????#??????????#????#???????;9,1,9,1,9,1,9,1,9,1;1870144;135
.#?.##?##.#?????.#?.##?##.#?????.#?.##?##.#?????.#?.##?##.#?????.#?.##?##.#????;1,5,1,1,1,5,1,1,1,5,1,1,1,5,1,1,1,5,1,1;768;0
?#?###???#??#?.?????#?###???#??#?.?????#?###???#??#?.?????#?###???#??#?.?????#?###???#??#?.???;11,1,1,11,1,1,11,1,1,11,1,1,11,1,1;2658;1
???#??..??????#??..??????#??..??????#??..??????#??..??;3,1,3,1,3,1,3,1,3,1;226343;11
#?#??????#?????#??#?#??????#?????#??#?#??????#?????#??#?#??????#?????#??#?#??????#?????#?;12,2,12,2,12,2,12,2,12,2;162;0
??#?#?.???.????#?#?.???.????#?#?.???.????#?#?.???.????#?#?.???.?;2,2,3,1,2,2,3,1,2,2,3,1,2,2,3,1,2,2,3,1;16;0
?#???.?.??#?#??????#???.?.??#?#??????#???.?.??#?#??????#???.?.??#?#??????#???.?.??#?#????;5,1,8,5,1,8,5,1,8,5,1,8,5,1,8;162;0
.???#?#??#?????.?.???#?#??#?????.?.???#?#??#?????.?.???#?#??#?????.?.???#?#??#?????.;10,1,10,1,10,1,10,1,10,1;104292;8
?????.??.???????.??.???????.??.???????.??.???????.??.?;1,2,1,1,2,1,1,2,1,1,2,1,1,2,1;35609814;27492
??????##?.?????????##?.?????????##?.?????????##?.?????????##?.??;1,4,1,4,1,4,1,4,1,4;199927;17
???.????#???????.????#???????.????#???????.????#???????.????#???;1,1,5,1,1,5,1,1,5,1,1,5,1,1,5;8048898;3365
.??#???.#.#??#??.?.??#???.#.#??#??.?.??#???.#.#??#??.?.??#???.#.#??#??.?.??#???.#.#??#??.;6,1,2,1,1,6,1,2,1,1,6,1,2,1,1,6,1,2,1,1,6,1,2,1,1;16;0
??????.?##?##.??????????.?##?##.??????????.?##?##.??????????.?##?##.??????????.?##?##.???;1,4,6,1,1,4,6,1,1,4,6,1,1,4,6,1,1,4,6,1;30000;4
?.????###?????.????###?????.????###?????.????###?????.????###???;1,8,1,8,1,8,1,8,1,8;17476;2
?.????#??##????????.????#??##????????.????#??##????????.????#??##????????.????#??##??????;1,1,1,7,1,1,1,7,1,1,1,7,1,1,1,7,1,1,1,7;69858758;12532
??????##.??????????##.??????????##.??????????##.??????????##.???;3,2,1,3,2,1,3,2,1,3,2,1,3,2,1;1038681;310
??##???????##?????.???##???????##?????.???##???????##?????.???##???????##?????.???##???????##?????.;8,4,1,8,4,1,8,4,1,8,4,1,8,4,1;10322410;1311
?#.?#.?.????????#.?#.?.????????#.?#.?.????????#.?#.?.????????#.?#.?.??????;1,1,1,6,1,1,1,6,1,1,1,6,1,1,1,6,1,1,1,6;16;0
???#?.?.#??##???##?????#?.?.#??##???##?????#?.?.#??##???##?????#?.?.#??##???##?????#?.?.#??##???##?;2,10,2,10,2,10,2,10,2,10;32;0
.?????#?.?##????#?#?.?????#?.?##????#?#?.?????#?.?##????#?#?.?????#?.?##????#?#?.?????#?.?##????#?#;1,3,2,5,1,3,2,5,1,3,2,5,1,3,2,5,1,3,2,5;50000;12
#?.?.?#?..???#??#?.?.?#?..???#??#?.?.?#?..???#??#?.?.?#?..???#??#?.?.?#?..???#?;2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2;1;2
..???#??.??#???..???#??.??#???..???#??.??#???..???#??.??#???..???#??.??#??;5,3,5,3,5,3,5,3,5,3;7776;0
.????##????.????##????.????##????.????##????.????##???;7,1,7,1,7,1,7,1,7,1;81;0
??#?###???#???#?###???#???#?###???#???#?###???#???#?###???#;7,1,7,1,7,1,7,1,7,1;243;0
?????????????????.??????????????????.??????????????????.??????????????????.??????????????????.;10,5,10,5,10,5,10,5,10,5;3888;230
???#??#??????????..????#??#??????????..????#??#??????????..????#??#??????????..????#??#??????????..;7,1,1,2,7,1,1,2,7,1,1,2,7,1,1,2,7,1,1,2;359702363;447324
?##.??###???#?#??#??##.??###???#?#??#??##.??###???#?#??#??##.??###???#?#??#??##.??###???#?#??#;2,1,3,1,3,1,2,1,3,1,3,1,2,1,3,1,3,1,2,1,3,1,3,1,2,1,3,1,3,1;1;0
?#?.???#?#?#?.??#??#?.???#?#?#?.??#??#?.???#?#?#?.??#??#?.???#?#?#?.??#??#?.???#?#?#?.??#;3,5,2,3,5,2,3,5,2,3,5,2,3,5,2;1;0
??#????.??#?#????#????.??#?#????#????.??#?#????#????.??#?#????#????.??#?#?;3,3,4,3,3,4,3,3,4,3,3,4,3,3,4;32;0
###?##???#?#??.?.#?###?##???#?#??.?.#?###?##???#?#??.?.#?###?##???#?#??.?.#?###?##???#?#??.?.#;8,3,1,1,8,3,1,1,8,3,1,1,8,3,1,1,8,3,1,1;533;0
.??.?#???#????.??.?#???#????.??.?#???#????.??.?#???#????.??.?#???#???;2,1,3,2,1,3,2,1,3,2,1,3,2,1,3;47655;8
.???#??###???.???#??###???.???#??###???.???#??###???.???#??###??;1,6,1,6,1,6,1,6,1,6;2304;0
????.#?.##?##?#?#???????.#?.##?##?#?#???????.#?.##?##?#?#???????.#?.##?##?#?#???????.#?.##?##?#?#??;3,1,5,3,3,1,5,3,3,1,5,3,3,1,5,3,3,1,5,3;512;0
??#?###??????#?###??????#?###??????#?###??????#?###???;1,3,1,1,3,1,1,3,1,1,3,1,1,3,1;512;0
????#???....??????#???....??????#???....??????#???....??????#???....?;8,1,8,1,8,1,8,1,8,1;1;0
.????.???.???..???.?.????.???.???..???.?.????.???.???..???.?.????.???.???..???.?.????.???.???..???.;2,3,2,3,2,3,2,3,2,3;25440143;6539
?????.??#???????.??#???????.??#???????.??#???????.??#?;4,2,4,2,4,2,4,2,4,2;2500;1
